Date,Store,Avg_Weekly_Sales,Last_Weeks_Sales,WoW_Change,WoW_Percent_Change
2010-10-22,11,1169831.38,1175003.67,-5172.29,-0.44
2010-10-29,11,1195036.0,1169831.38,25204.62,2.15
2010-11-05,11,1332759.13,1195036.0,137723.13,11.52
2010-11-12,11,1281675.6,1332759.13,-51083.53,-3.83
2010-11-19,11,1292346.57,1281675.6,10670.97,0.83
2010-11-26,11,1757242.51,1292346.57,464895.94,35.97
2010-12-03,11,1380522.64,1757242.51,-376719.87,-21.44
2010-12-10,11,1564516.43,1380522.64,183993.79,13.33
2010-12-17,11,1843971.15,1564516.43,279454.72,17.86
2010-12-24,11,2306265.36,1843971.15,462294.21,25.07
2010-12-31,11,1172003.1,2306265.36,-1134262.26,-49.18
2011-01-07,11,1178905.44,1172003.1,6902.34,0.59
2011-01-14,11,1194449.78,1178905.44,15544.34,1.32
2011-01-21,11,1187776.19,1194449.78,-6673.59,-0.56
2011-01-28,11,1100418.69,1187776.19,-87357.5,-7.35
2011-02-04,11,1422546.05,1100418.69,322127.36,29.27
2011-02-11,11,1419236.9,1422546.05,-3309.15,-0.23
2011-02-18,11,1554747.15,1419236.9,135510.25,9.55
2011-02-25,11,1323999.36,1554747.15,-230747.79,-14.84
2011-03-04,11,1399456.99,1323999.36,75457.63,5.7
2011-03-11,11,1314557.31,1399456.99,-84899.68,-6.07
2011-03-18,11,1391813.69,1314557.31,77256.38,5.88
2011-03-25,11,1229777.24,1391813.69,-162036.45,-11.64
2011-04-01,11,1258674.12,1229777.24,28896.88,2.35
2011-04-08,11,1327401.06,1258674.12,68726.94,5.46
2011-04-15,11,1312905.8,1327401.06,-14495.26,-1.09
2011-04-22,11,1388118.53,1312905.8,75212.73,5.73
2011-04-29,11,1357589.89,1388118.53,-30528.64,-2.2
2011-05-06,11,1331453.41,1357589.89,-26136.48,-1.93
2011-05-13,11,1277959.42,1331453.41,-53493.99,-4.02
2011-05-20,11,1239466.97,1277959.42,-38492.45,-3.01
2011-05-27,11,1216876.52,1239466.97,-22590.45,-1.82
2011-06-03,11,1343637.0,1216876.52,126760.48,10.42
2011-06-10,11,1314626.75,1343637.0,-29010.25,-2.16
2011-06-17,11,1337506.74,1314626.75,22879.99,1.74
2011-06-24,11,1254587.84,1337506.74,-82918.9,-6.2
2011-07-01,11,1297472.06,1254587.84,42884.22,3.42
2011-07-08,11,1334627.96,1297472.06,37155.9,2.86
2011-07-15,11,1266546.73,1334627.96,-68081.23,-5.1
2011-07-22,11,1290576.44,1266546.73,24029.71,1.9
2011-07-29,11,1212938.67,1290576.44,-77637.77,-6.02
2011-08-05,11,1403198.94,1212938.67,190260.27,15.69
2011-08-12,11,1354188.43,1403198.94,-49010.51,-3.49
2011-08-19,11,1484169.74,1354188.43,129981.31,9.6
2011-08-26,11,1304706.75,1484169.74,-179462.99,-12.09
2011-09-02,11,1297792.41,1304706.75,-6914.34,-0.53
2011-09-09,11,1249439.95,1297792.41,-48352.46,-3.73
2011-09-16,11,1270816.01,1249439.95,21376.06,1.71
2011-09-23,11,1235775.15,1270816.01,-35040.86,-2.76
2011-09-30,11,1190515.83,1235775.15,-45259.32,-3.66
2011-10-07,11,1346271.06,1190515.83,155755.23,13.08
2011-10-14,11,1286388.96,1346271.06,-59882.1,-4.45
2011-10-21,11,1325107.53,1286388.96,38718.57,3.01
2011-10-28,11,1310684.1,1325107.53,-14423.43,-1.09
2011-11-04,11,1458287.38,1310684.1,147603.28,11.26
2011-11-11,11,1366053.69,1458287.38,-92233.69,-6.32
2011-11-18,11,1315091.63,1366053.69,-50962.06,-3.73
2011-11-25,11,1848953.48,1315091.63,533861.85,40.6
2011-12-02,11,1399322.44,1848953.48,-449631.04,-24.32
2011-12-09,11,1646655.94,1399322.44,247333.5,17.68
2011-12-16,11,1783910.06,1646655.94,137254.12,8.34
2011-12-23,11,2213518.5,1783910.06,429608.44,24.08
2011-12-30,11,1352084.21,2213518.5,-861434.29,-38.92
2012-01-06,11,1283885.55,1352084.21,-68198.66,-5.04
2012-01-13,11,1264736.59,1283885.55,-19148.96,-1.49
2012-01-20,11,1207303.29,1264736.59,-57433.3,-4.54
2012-01-27,11,1162675.85,1207303.29,-44627.44,-3.7
2012-02-03,11,1376732.18,1162675.85,214056.33,18.41
2012-02-10,11,1574287.76,1376732.18,197555.58,14.35
2012-02-17,11,1569607.94,1574287.76,-4679.82,-0.3
2012-02-24,11,1379473.03,1569607.94,-190134.91,-12.11
2012-03-02,11,1438383.44,1379473.03,58910.41,4.27
2012-03-09,11,1413382.76,1438383.44,-25000.68,-1.74
2012-03-16,11,1441884.28,1413382.76,28501.52,2.02
2012-03-23,11,1300593.61,1441884.28,-141290.67,-9.8
2012-03-30,11,1300104.03,1300593.61,-489.58,-0.04
2012-04-06,11,1596325.01,1300104.03,296220.98,22.78
2012-04-13,11,1472752.01,1596325.01,-123573.0,-7.74
2012-04-20,11,1315356.99,1472752.01,-157395.02,-10.69
2012-04-27,11,1236238.29,1315356.99,-79118.7,-6.01
2012-05-04,11,1370251.22,1236238.29,134012.93,10.84
2012-05-11,11,1300147.07,1370251.22,-70104.15,-5.12
2012-05-18,11,1352442.31,1300147.07,52295.24,4.02
2012-05-25,11,1297335.87,1352442.31,-55106.44,-4.07
2012-06-01,11,1361595.33,1297335.87,64259.46,4.95
2012-06-08,11,1414343.53,1361595.33,52748.2,3.87
2012-06-15,11,1417875.42,1414343.53,3531.89,0.25
2012-06-22,11,1355680.3,1417875.42,-62195.12,-4.39
2012-06-29,11,1297028.6,1355680.3,-58651.7,-4.33
2012-07-06,11,1461129.94,1297028.6,164101.34,12.65
2012-07-13,11,1320239.51,1461129.94,-140890.43,-9.64
2012-07-20,11,1344483.81,1320239.51,24244.3,1.84
2012-07-27,11,1272395.02,1344483.81,-72088.79,-5.36
2012-08-03,11,1399341.07,1272395.02,126946.05,9.98
2012-08-10,11,1388973.65,1399341.07,-10367.42,-0.74
2012-08-17,11,1421307.2,1388973.65,32333.55,2.33
2012-08-24,11,1409515.73,1421307.2,-11791.47,-0.83
2012-08-31,11,1372872.35,1409515.73,-36643.38,-2.6
2012-09-07,11,1304584.4,1372872.35,-68287.95,-4.97
2012-09-14,11,1267675.05,1304584.4,-36909.35,-2.83
2012-09-21,11,1326132.98,1267675.05,58457.93,4.61
2012-09-28,11,1227430.73,1326132.98,-98702.25,-7.44
2012-10-05,11,1422794.26,1227430.73,195363.53,15.92
2012-10-12,11,1311965.09,1422794.26,-110829.17,-7.79
2012-10-19,11,1232073.18,1311965.09,-79891.91,-6.09
2012-10-26,11,1200729.45,1232073.18,-31343.73,-2.54
2010-02-05,12,1100046.37,,,
2010-02-12,12,1117863.33,1100046.37,17816.96,1.62
2010-02-19,12,1095421.65,1117863.33,-22441.68,-2.01
2010-02-26,12,1048617.17,1095421.65,-46804.48,-4.27
2010-03-05,12,1077018.27,1048617.17,28401.1,2.71
2010-03-12,12,985594.23,1077018.27,-91424.04,-8.49
2010-03-19,12,972088.34,985594.23,-13505.89,-1.37
2010-03-26,12,981615.81,972088.34,9527.47,0.98
2010-04-02,12,1011822.3,981615.81,30206.49,3.08
2010-04-09,12,1041238.87,1011822.3,29416.57,2.91
2010-04-16,12,957997.52,1041238.87,-83241.35,-7.99
2010-04-23,12,993833.44,957997.52,35835.92,3.74
2010-04-30,12,954220.22,993833.44,-39613.22,-3.99
2010-05-07,12,1043240.27,954220.22,89020.05,9.33
2010-05-14,12,966054.97,1043240.27,-77185.3,-7.4
2010-05-21,12,958374.56,966054.97,-7680.41,-0.8
2010-05-28,12,955451.16,958374.56,-2923.4,-0.31
2010-06-04,12,1049357.36,955451.16,93906.2,9.83
2010-06-11,12,1016039.71,1049357.36,-33317.65,-3.18
2010-06-18,12,956211.2,1016039.71,-59828.51,-5.89
2010-06-25,12,958007.69,956211.2,1796.49,0.19
2010-07-02,12,951957.31,958007.69,-6050.38,-0.63
2010-07-09,12,943506.28,951957.31,-8451.03,-0.89
2010-07-16,12,916402.76,943506.28,-27103.52,-2.87
2010-07-23,12,912403.67,916402.76,-3999.09,-0.44
2010-07-30,12,913548.25,912403.67,1144.58,0.13
2010-08-06,12,967576.95,913548.25,54028.7,5.91
2010-08-13,12,928264.4,967576.95,-39312.55,-4.06
2010-08-20,12,948447.34,928264.4,20182.94,2.17
2010-08-27,12,1004516.46,948447.34,56069.12,5.91
2010-09-03,12,1075758.55,1004516.46,71242.09,7.09
2010-09-10,12,903119.03,1075758.55,-172639.52,-16.05
2010-09-17,12,852882.61,903119.03,-50236.42,-5.56
2010-09-24,12,851919.34,852882.61,-963.27,-0.11
2010-10-01,12,850936.26,851919.34,-983.08,-0.12
2010-10-08,12,918335.68,850936.26,67399.42,7.92
2010-10-15,12,862419.84,918335.68,-55915.84,-6.09
2010-10-22,12,857883.46,862419.84,-4536.38,-0.53
2010-10-29,12,955294.7,857883.46,97411.24,11.35
2010-11-05,12,929690.71,955294.7,-25603.99,-2.68
2010-11-12,12,942475.24,929690.71,12784.53,1.38
2010-11-19,12,894493.7,942475.24,-47981.54,-5.09
2010-11-26,12,1601377.41,894493.7,706883.71,79.03
2010-12-03,12,1069533.17,1601377.41,-531844.24,-33.21
2010-12-10,12,1121934.15,1069533.17,52400.98,4.9
2010-12-17,12,1295605.35,1121934.15,173671.2,15.48
2010-12-24,12,1768249.89,1295605.35,472644.54,36.48
2010-12-31,12,891736.91,1768249.89,-876512.98,-49.57
2011-01-07,12,910110.24,891736.91,18373.33,2.06
2011-01-14,12,812011.8,910110.24,-98098.44,-10.78
2011-01-21,12,802105.5,812011.8,-9906.3,-1.22
2011-01-28,12,873119.06,802105.5,71013.56,8.85
2011-02-04,12,1046068.17,873119.06,172949.11,19.81
2011-02-11,12,1086421.57,1046068.17,40353.4,3.86
2011-02-18,12,1128485.1,1086421.57,42063.53,3.87
2011-02-25,12,1046203.72,1128485.1,-82281.38,-7.29
2011-03-04,12,1085248.21,1046203.72,39044.49,3.73
2011-03-11,12,997672.62,1085248.21,-87575.59,-8.07
2011-03-18,12,1009502.01,997672.62,11829.39,1.19
2011-03-25,12,954107.32,1009502.01,-55394.69,-5.49
2011-04-01,12,1005463.49,954107.32,51356.17,5.38
2011-04-08,12,998362.05,1005463.49,-7101.44,-0.71
2011-04-15,12,990951.77,998362.05,-7410.28,-0.74
2011-04-22,12,1016019.47,990951.77,25067.7,2.53
2011-04-29,12,994966.1,1016019.47,-21053.37,-2.07
2011-05-06,12,1021154.48,994966.1,26188.38,2.63
2011-05-13,12,977033.5,1021154.48,-44120.98,-4.32
2011-05-20,12,924134.99,977033.5,-52898.51,-5.41
2011-05-27,12,964332.51,924134.99,40197.52,4.35
2011-06-03,12,970328.68,964332.51,5996.17,0.62
2011-06-10,12,996937.95,970328.68,26609.27,2.74
2011-06-17,12,986504.93,996937.95,-10433.02,-1.05
2011-06-24,12,997282.75,986504.93,10777.82,1.09
2011-07-01,12,961993.34,997282.75,-35289.41,-3.54
2011-07-08,12,943717.38,961993.34,-18275.96,-1.9
2011-07-15,12,936001.98,943717.38,-7715.4,-0.82
2011-07-22,12,922231.92,936001.98,-13770.06,-1.47
2011-07-29,12,890547.07,922231.92,-31684.85,-3.44
2011-08-05,12,988712.52,890547.07,98165.45,11.02
2011-08-12,12,955913.68,988712.52,-32798.84,-3.32
2011-08-19,12,966817.24,955913.68,10903.56,1.14
2011-08-26,12,1017593.47,966817.24,50776.23,5.25
2011-09-02,12,1052051.45,1017593.47,34457.98,3.39
2011-09-09,12,922850.57,1052051.45,-129200.88,-12.28
2011-09-16,12,889290.23,922850.57,-33560.34,-3.64
2011-09-23,12,871692.74,889290.23,-17597.49,-1.98
2011-09-30,12,866401.45,871692.74,-5291.29,-0.61
2011-10-07,12,951244.66,866401.45,84843.21,9.79
2011-10-14,12,927600.01,951244.66,-23644.65,-2.49
2011-10-21,12,938604.58,927600.01,11004.57,1.19
2011-10-28,12,990926.38,938604.58,52321.8,5.57
2011-11-04,12,1051944.79,990926.38,61018.41,6.16
2011-11-11,12,1095091.53,1051944.79,43146.74,4.1
2011-11-18,12,970641.34,1095091.53,-124450.19,-11.36
2011-11-25,12,1591920.42,970641.34,621279.08,64.01
2011-12-02,12,1071383.1,1591920.42,-520537.32,-32.7
2011-12-09,12,1189646.45,1071383.1,118263.35,11.04
2011-12-16,12,1293404.18,1189646.45,103757.73,8.72
2011-12-23,12,1617612.03,1293404.18,324207.85,25.07
2011-12-30,12,1111638.07,1617612.03,-505973.96,-31.28
2012-01-06,12,945823.65,1111638.07,-165814.42,-14.92
2012-01-13,12,865467.86,945823.65,-80355.79,-8.5
2012-01-20,12,855922.64,865467.86,-9545.22,-1.1
2012-01-27,12,888203.69,855922.64,32281.05,3.77
2012-02-03,12,1058767.95,888203.69,170564.26,19.2
2012-02-10,12,1199330.85,1058767.95,140562.9,13.28
2012-02-17,12,1240048.85,1199330.85,40718.0,3.4
2012-02-24,12,1112034.72,1240048.85,-128014.13,-10.32
2012-03-02,12,1147636.96,1112034.72,35602.24,3.2
2012-03-09,12,1113208.57,1147636.96,-34428.39,-3.0
2012-03-16,12,1088498.52,1113208.57,-24710.05,-2.22
2012-03-23,12,1045419.87,1088498.52,-43078.65,-3.96
2012-03-30,12,1025382.22,1045419.87,-20037.65,-1.92
2012-04-06,12,1128765.71,1025382.22,103383.49,10.08
2012-04-13,12,1083811.19,1128765.71,-44954.52,-3.98
2012-04-20,12,1006486.96,1083811.19,-77324.23,-7.13
2012-04-27,12,1004252.38,1006486.96,-2234.58,-0.22
2012-05-04,12,1073433.69,1004252.38,69181.31,6.89
2012-05-11,12,1041995.22,1073433.69,-31438.47,-2.93
2012-05-18,12,1020486.05,1041995.22,-21509.17,-2.06
2012-05-25,12,991514.21,1020486.05,-28971.84,-2.84
2012-06-01,12,981345.2,991514.21,-10169.01,-1.03
2012-06-08,12,1086231.47,981345.2,104886.27,10.69
2012-06-15,12,1019555.51,1086231.47,-66675.96,-6.14
2012-06-22,12,981386.25,1019555.51,-38169.26,-3.74
2012-06-29,12,943124.74,981386.25,-38261.51,-3.9
2012-07-06,12,1014898.78,943124.74,71774.04,7.61
2012-07-13,12,960312.75,1014898.78,-54586.03,-5.38
2012-07-20,12,941550.34,960312.75,-18762.41,-1.95
2012-07-27,12,916967.92,941550.34,-24582.42,-2.61
2012-08-03,12,958667.23,916967.92,41699.31,4.55
2012-08-10,12,984689.9,958667.23,26022.67,2.71
2012-08-17,12,1005003.12,984689.9,20313.22,2.06
2012-08-24,12,1048101.39,1005003.12,43098.27,4.29
2012-08-31,12,1061943.49,1048101.39,13842.1,1.32
2012-09-07,12,955146.04,1061943.49,-106797.45,-10.06
2012-09-14,12,885892.37,955146.04,-69253.67,-7.25
2012-09-21,12,922735.37,885892.37,36843.0,4.16
2012-09-28,12,880415.67,922735.37,-42319.7,-4.59
2012-10-05,12,979825.92,880415.67,99410.25,11.29
2012-10-12,12,934917.47,979825.92,-44908.45,-4.58
2012-10-19,12,960945.43,934917.47,26027.96,2.78
2012-10-26,12,974697.6,960945.43,13752.17,1.43
2010-02-05,13,1967220.53,,,
2010-02-12,13,2030933.46,1967220.53,63712.93,3.24
2010-02-19,13,1970274.64,2030933.46,-60658.82,-2.99
2010-02-26,13,1817850.32,1970274.64,-152424.32,-7.74
2010-03-05,13,1939980.43,1817850.32,122130.11,6.72
2010-03-12,13,1840686.94,1939980.43,-99293.49,-5.12
2010-03-19,13,1879794.89,1840686.94,39107.95,2.12
2010-03-26,13,1882095.98,1879794.89,2301.09,0.12
2010-04-02,13,2142482.14,1882095.98,260386.16,13.83
2010-04-09,13,1898321.33,2142482.14,-244160.81,-11.4
2010-04-16,13,1819660.44,1898321.33,-78660.89,-4.14
2010-04-23,13,1909330.77,1819660.44,89670.33,4.93
2010-04-30,13,1785823.37,1909330.77,-123507.4,-6.47
2010-05-07,13,2005478.46,1785823.37,219655.09,12.3
2010-05-14,13,1890273.44,2005478.46,-115205.02,-5.74
2010-05-21,13,1853657.6,1890273.44,-36615.84,-1.94
2010-05-28,13,1877358.86,1853657.6,23701.26,1.28
2010-06-04,13,2022705.22,1877358.86,145346.36,7.74
2010-06-11,13,2037880.96,2022705.22,15175.74,0.75
2010-06-18,13,2003435.31,2037880.96,-34445.65,-1.69
2010-06-25,13,1970340.25,2003435.31,-33095.06,-1.65
2010-07-02,13,2018314.71,1970340.25,47974.46,2.43
2010-07-09,13,1870843.9,2018314.71,-147470.81,-7.31
2010-07-16,13,1932231.05,1870843.9,61387.15,3.28
2010-07-23,13,1907351.2,1932231.05,-24879.85,-1.29
2010-07-30,13,1817887.23,1907351.2,-89463.97,-4.69
2010-08-06,13,1969121.45,1817887.23,151234.22,8.32
2010-08-13,13,1877592.55,1969121.45,-91528.9,-4.65
2010-08-20,13,1997397.63,1877592.55,119805.08,6.38
2010-08-27,13,1908278.27,1997397.63,-89119.36,-4.46
2010-09-03,13,1911852.58,1908278.27,3574.31,0.19
2010-09-10,13,1772143.94,1911852.58,-139708.64,-7.31
2010-09-17,13,1790279.74,1772143.94,18135.8,1.02
2010-09-24,13,1705655.09,1790279.74,-84624.65,-4.73
2010-10-01,13,1765584.48,1705655.09,59929.39,3.51
2010-10-08,13,1871924.07,1765584.48,106339.59,6.02
2010-10-15,13,1851431.06,1871924.07,-20493.01,-1.09
2010-10-22,13,1796949.59,1851431.06,-54481.47,-2.94
2010-10-29,13,1887895.07,1796949.59,90945.48,5.06
2010-11-05,13,1854967.66,1887895.07,-32927.41,-1.74
2010-11-12,13,1939964.63,1854967.66,84996.97,4.58
2010-11-19,13,1925393.91,1939964.63,-14570.72,-0.75
2010-11-26,13,2766400.05,1925393.91,841006.14,43.68
2010-12-03,13,2083379.89,2766400.05,-683020.16,-24.69
2010-12-10,13,2461468.35,2083379.89,378088.46,18.15
2010-12-17,13,2771646.81,2461468.35,310178.46,12.6
2010-12-24,13,3595903.2,2771646.81,824256.39,29.74
2010-12-31,13,1675292.0,3595903.2,-1920611.2,-53.41
2011-01-07,13,1744544.39,1675292.0,69252.39,4.13
2011-01-14,13,1682316.31,1744544.39,-62228.08,-3.57
2011-01-21,13,1770177.37,1682316.31,87861.06,5.22
2011-01-28,13,1633663.12,1770177.37,-136514.25,-7.71
2011-02-04,13,1848186.58,1633663.12,214523.46,13.13
2011-02-11,13,1944438.9,1848186.58,96252.32,5.21
2011-02-18,13,2003480.59,1944438.9,59041.69,3.04
2011-02-25,13,1831933.95,2003480.59,-171546.64,-8.56
2011-03-04,13,1894960.68,1831933.95,63026.73,3.44
2011-03-11,13,1852432.58,1894960.68,-42528.1,-2.24
2011-03-18,13,1852443.78,1852432.58,11.2,0.0
2011-03-25,13,1807545.43,1852443.78,-44898.35,-2.42
2011-04-01,13,1864238.64,1807545.43,56693.21,3.14
2011-04-08,13,1887465.04,1864238.64,23226.4,1.25
2011-04-15,13,1950994.04,1887465.04,63529.0,3.37
2011-04-22,13,2124316.34,1950994.04,173322.3,8.88
2011-04-29,13,1895583.12,2124316.34,-228733.22,-10.77
2011-05-06,13,1986380.4,1895583.12,90797.28,4.79
2011-05-13,13,1958823.56,1986380.4,-27556.84,-1.39
2011-05-20,13,1860923.55,1958823.56,-97900.01,-5.0
2011-05-27,13,1866369.93,1860923.55,5446.38,0.29
2011-06-03,13,1935593.87,1866369.93,69223.94,3.71
2011-06-10,13,1997816.98,1935593.87,62223.11,3.21
2011-06-17,13,2086433.49,1997816.98,88616.51,4.44
2011-06-24,13,2009163.08,2086433.49,-77270.41,-3.7
2011-07-01,13,2048035.74,2009163.08,38872.66,1.93
2011-07-08,13,2021699.38,2048035.74,-26336.36,-1.29
2011-07-15,13,1956813.31,2021699.38,-64886.07,-3.21
2011-07-22,13,1987089.36,1956813.31,30276.05,1.55
2011-07-29,13,1880785.69,1987089.36,-106303.67,-5.35
2011-08-05,13,2076231.8,1880785.69,195446.11,10.39
2011-08-12,13,1970341.38,2076231.8,-105890.42,-5.1
2011-08-19,13,2090340.98,1970341.38,119999.6,6.09
2011-08-26,13,2035244.54,2090340.98,-55096.44,-2.64
2011-09-02,13,1953628.82,2035244.54,-81615.72,-4.01
2011-09-09,13,1872921.31,1953628.82,-80707.51,-4.13
2011-09-16,13,1923223.82,1872921.31,50302.51,2.69
2011-09-23,13,1847430.96,1923223.82,-75792.86,-3.94
2011-09-30,13,1835662.69,1847430.96,-11768.27,-0.64
2011-10-07,13,2067232.56,1835662.69,231569.87,12.62
2011-10-14,13,1929659.07,2067232.56,-137573.49,-6.65
2011-10-21,13,1973544.27,1929659.07,43885.2,2.27
2011-10-28,13,1948733.81,1973544.27,-24810.46,-1.26
2011-11-04,13,2036317.54,1948733.81,87583.73,4.49
2011-11-11,13,2111592.09,2036317.54,75274.55,3.7
2011-11-18,13,2016323.51,2111592.09,-95268.58,-4.51
2011-11-25,13,2864170.61,2016323.51,847847.1,42.05
2011-12-02,13,2051315.66,2864170.61,-812854.95,-28.38
2011-12-09,13,2462779.06,2051315.66,411463.4,20.06
2011-12-16,13,2760346.71,2462779.06,297567.65,12.08
2011-12-23,13,3556766.03,2760346.71,796419.32,28.85
2011-12-30,13,1969056.91,3556766.03,-1587709.12,-44.64
2012-01-06,13,1865752.78,1969056.91,-103304.13,-5.25
2012-01-13,13,1794962.64,1865752.78,-70790.14,-3.79
2012-01-20,13,1811606.21,1794962.64,16643.57,0.93
2012-01-27,13,1733983.09,1811606.21,-77623.12,-4.28
2012-02-03,13,1927780.74,1733983.09,193797.65,11.18
2012-02-10,13,2069284.57,1927780.74,141503.83,7.34
2012-02-17,13,2214477.06,2069284.57,145192.49,7.02
2012-02-24,13,1929768.03,2214477.06,-284709.03,-12.86
2012-03-02,13,1969742.76,1929768.03,39974.73,2.07
2012-03-09,13,1986445.65,1969742.76,16702.89,0.85
2012-03-16,13,2025582.62,1986445.65,39136.97,1.97
2012-03-23,13,1904421.74,2025582.62,-121160.88,-5.98
2012-03-30,13,1948982.7,1904421.74,44560.96,2.34
2012-04-06,13,2271614.76,1948982.7,322632.06,16.55
2012-04-13,13,2057637.86,2271614.76,-213976.9,-9.42
2012-04-20,13,1955689.12,2057637.86,-101948.74,-4.95
2012-04-27,13,1970121.65,1955689.12,14432.53,0.74
2012-05-04,13,1995994.51,1970121.65,25872.86,1.31
2012-05-11,13,2080764.17,1995994.51,84769.66,4.25
2012-05-18,13,2131900.55,2080764.17,51136.38,2.46
2012-05-25,13,2043349.41,2131900.55,-88551.14,-4.15
2012-06-01,13,2035431.39,2043349.41,-7918.02,-0.39
2012-06-08,13,2182437.9,2035431.39,147006.51,7.22
2012-06-15,13,2152229.11,2182437.9,-30208.79,-1.38
2012-06-22,13,2094373.0,2152229.11,-57856.11,-2.69
2012-06-29,13,2037663.71,2094373.0,-56709.29,-2.71
2012-07-06,13,2184980.35,2037663.71,147316.64,7.23
2012-07-13,13,2002750.99,2184980.35,-182229.36,-8.34
2012-07-20,13,2053089.32,2002750.99,50338.33,2.51
2012-07-27,13,1914430.53,2053089.32,-138658.79,-6.75
2012-08-03,13,2044148.23,1914430.53,129717.7,6.78
2012-08-10,13,2041019.92,2044148.23,-3128.31,-0.15
2012-08-17,13,2095769.18,2041019.92,54749.26,2.68
2012-08-24,13,2059458.25,2095769.18,-36310.93,-1.73
2012-08-31,13,2073855.42,2059458.25,14397.17,0.7
2012-09-07,13,2165796.31,2073855.42,91940.89,4.43
2012-09-14,13,1919917.03,2165796.31,-245879.28,-11.35
2012-09-21,13,1938379.66,1919917.03,18462.63,0.96
2012-09-28,13,1927664.11,1938379.66,-10715.55,-0.55
2012-10-05,13,2041918.74,1927664.11,114254.63,5.93
2012-10-12,13,1999079.44,2041918.74,-42839.3,-2.1
2012-10-19,13,2018010.15,1999079.44,18930.71,0.95
2012-10-26,13,2035189.66,2018010.15,17179.51,0.85
2010-02-05,14,2623469.95,,,
2010-02-12,14,1704218.84,2623469.95,-919251.11,-35.04
2010-02-19,14,2204556.7,1704218.84,500337.86,29.36
2010-02-26,14,2095591.63,2204556.7,-108965.07,-4.94
2010-03-05,14,2237544.75,2095591.63,141953.12,6.77
2010-03-12,14,2156035.06,2237544.75,-81509.69,-3.64
2010-03-19,14,2066219.3,2156035.06,-89815.76,-4.17
2010-03-26,14,2050396.27,2066219.3,-15823.03,-0.77
2010-04-02,14,2495630.51,2050396.27,445234.24,21.71
2010-04-09,14,2258781.28,2495630.51,-236849.23,-9.49
2010-04-16,14,2121788.61,2258781.28,-136992.67,-6.06
2010-04-23,14,2138144.91,2121788.61,16356.3,0.77
2010-04-30,14,2082355.12,2138144.91,-55789.79,-2.61
2010-05-07,14,2370116.52,2082355.12,287761.4,13.82
2010-05-14,14,2129771.13,2370116.52,-240345.39,-10.14
2010-05-21,14,2108187.1,2129771.13,-21584.03,-1.01
2010-05-28,14,2227152.16,2108187.1,118965.06,5.64
2010-06-04,14,2363601.47,2227152.16,136449.31,6.13
2010-06-11,14,2249570.04,2363601.47,-114031.43,-4.82
2010-06-18,14,2248645.59,2249570.04,-924.45,-0.04
2010-06-25,14,2246179.91,2248645.59,-2465.68,-0.11
2010-07-02,14,2334788.42,2246179.91,88608.51,3.94
2010-07-09,14,2236209.13,2334788.42,-98579.29,-4.22
2010-07-16,14,2130287.27,2236209.13,-105921.86,-4.74
2010-07-23,14,2044155.39,2130287.27,-86131.88,-4.04
2010-07-30,14,2054843.28,2044155.39,10687.89,0.52
2010-08-06,14,2219813.5,2054843.28,164970.22,8.03
2010-08-13,14,2052984.81,2219813.5,-166828.69,-7.52
2010-08-20,14,2057138.31,2052984.81,4153.5,0.2
2010-08-27,14,2020332.07,2057138.31,-36806.24,-1.79
2010-09-03,14,2182563.66,2020332.07,162231.59,8.03
2010-09-10,14,2191767.76,2182563.66,9204.1,0.42
2010-09-17,14,1953539.85,2191767.76,-238227.91,-10.87
2010-09-24,14,1879891.13,1953539.85,-73648.72,-3.77
2010-10-01,14,1855703.66,1879891.13,-24187.47,-1.29
2010-10-08,14,2091663.2,1855703.66,235959.54,12.72
2010-10-15,14,1932162.63,2091663.2,-159500.57,-7.63
2010-10-22,14,1936621.09,1932162.63,4458.46,0.23
2010-10-29,14,1984768.34,1936621.09,48147.25,2.49
2010-11-05,14,2078417.47,1984768.34,93649.13,4.72
2010-11-12,14,2092189.06,2078417.47,13771.59,0.66
2010-11-19,14,1968462.58,2092189.06,-123726.48,-5.91
2010-11-26,14,2921709.71,1968462.58,953247.13,48.43
2010-12-03,14,2258489.63,2921709.71,-663220.08,-22.7
2010-12-10,14,2600519.26,2258489.63,342029.63,15.14
2010-12-17,14,2762861.41,2600519.26,162342.15,6.24
2010-12-24,14,3818686.45,2762861.41,1055825.04,38.21
2010-12-31,14,1623716.46,3818686.45,-2194969.99,-57.48
2011-01-07,14,1864746.1,1623716.46,241029.64,14.84
2011-01-14,14,1699095.9,1864746.1,-165650.2,-8.88
2011-01-21,14,1743188.87,1699095.9,44092.97,2.6
2011-01-28,14,1613718.38,1743188.87,-129470.49,-7.43
2011-02-04,14,1995891.87,1613718.38,382173.49,23.68
2011-02-11,14,1980405.03,1995891.87,-15486.84,-0.78
2011-02-18,14,2019031.67,1980405.03,38626.64,1.95
2011-02-25,14,1875708.88,2019031.67,-143322.79,-7.1
2011-03-04,14,2041215.61,1875708.88,165506.73,8.82
2011-03-11,14,1931104.67,2041215.61,-110110.94,-5.39
2011-03-18,14,1932491.42,1931104.67,1386.75,0.07
2011-03-25,14,1879451.23,1932491.42,-53040.19,-2.74
2011-04-01,14,1869110.55,1879451.23,-10340.68,-0.55
2011-04-08,14,2037798.88,1869110.55,168688.33,9.03
2011-04-15,14,1974960.86,2037798.88,-62838.02,-3.08
2011-04-22,14,2256461.39,1974960.86,281500.53,14.25
